/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Soma_Surface 	0	0	(2054)	0	0	0	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	N_stems 	0	0	(2054)	0	0	0	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	N_bifs 	60	60	(1994)	1	1	1	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	N_branch 	120	120	(1934)	1	1	1	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	N_tips 	61	61	(1993)	1	1	1	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Width 	311.15	2054	(0)	311.15	311.15	311.15	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Height 	1246.35	2054	(0)	1246.35	1246.35	1246.35	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Depth 	138.4	2054	(0)	138.4	138.4	138.4	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Type 	7065	2054	(0)	2	3.43963	4	0.535229 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Diameter 	3206.53	2054	(0)	0.12	1.56112	23.424	1.12792 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Diameter_pow 	4637.95	2054	(0)	0.0415692	2.25801	113.368	3.43472 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Length 	8349.65	2053	(1)	0.11	4.06705	45.6782	4.14549 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Surface 	40814.4	2053	(1)	0.255726	19.8804	291.521	25.193 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	SectionArea 	5683.21	2053	(1)	0.0113097	2.76825	40.602	5.45254 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Volume 	23183.1	2053	(1)	0.0473092	11.2923	478.823	28.7322 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	EucDistance 	339681	2054	(0)	0	165.376	1134.54	171.402 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	PathDistance 	454535	2054	(0)	0	221.292	1304.92	202.384 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Branch_Order 	21016	2054	(0)	0	10.2317	22	4.65763 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Terminal_degree 	4244	2054	(0)	1	2.06621	61	3.91699 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	TerminalSegment 	1597	1597	(457)	1	1	1	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Taper_1 	8.18439	120	(1934)	-0.318311	0.0682032	2	0.28011 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Taper_2 	14.5865	120	(1934)	-3.46584	0.121554	0.931267	0.559687 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Branch_pathlength 	8349.02	120	(1934)	0.25	69.5752	284.63	61.8542 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L5_PC/py-050608.CNG.swc	Contraction 	109.598	120	(1934)	0.684184	0.913315	1	0.0747193 
