/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Soma_Surface 	706.654	2	(597)	353.091	353.327	353.563	0.235708 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	N_stems 	2	2	(597)	1	1	1	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	N_bifs 	18	18	(581)	1	1	1	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	N_branch 	38	38	(561)	1	1	1	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	N_tips 	21	21	(578)	1	1	1	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Width 	214.46	599	(0)	214.46	214.46	214.46	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Height 	191.53	599	(0)	191.53	191.53	191.53	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Depth 	18.18	599	(0)	18.18	18.18	18.18	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Type 	1791	599	(0)	1	2.98998	3	0.13033 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Diameter 	448.847	599	(0)	0.41	0.749327	15.0057	1.00453 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Diameter_pow 	533.78	599	(0)	0.262528	0.891119	58.1276	3.81096 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Length 	1535.84	598	(1)	0.62	2.5683	10.3931	1.05783 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Surface 	4018.17	598	(1)	0.964579	6.71935	353.563	18.7681 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	SectionArea 	621.772	598	(1)	0.132025	1.03975	176.848	9.12429 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Volume 	3388.57	598	(1)	0.0988693	5.66651	1326.36	68.2683 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	EucDistance 	39014.2	599	(0)	0	65.1323	154.024	32.2873 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	PathDistance 	54892.1	599	(0)	0	91.6396	202.595	37.7791 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Branch_Order 	1826	599	(0)	0	3.04841	5	1.13433 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Terminal_degree 	955	599	(0)	1	1.59432	21	1.54678 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	TerminalSegment 	466	466	(133)	1	1	1	0 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Taper_1 	2.37438	38	(561)	-0.0680272	0.0624838	0.970029	0.182466 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Taper_2 	13.1798	38	(561)	-0.240964	0.346837	0.848724	0.234296 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Branch_pathlength 	1535.71	38	(561)	2.03	40.4134	135.46	31.8443 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Contraction 	33.1471	38	(561)	0.282694	0.872292	1	0.148207 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Fragmentation 	599	39	(560)	1	15.359	61	13.086 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Daughter_Ratio 	20.64	18	(581)	1	1.14667	1.66129	0.204877 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Parent_Daughter_Ratio 	29.8191	38	(561)	0.151276	0.784713	1.24096	0.205059 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Partition_asymmetry 	9.5119	18	(581)	0	0.528439	1	0.427024 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Rall_Power 	22.135	10	(589)	1.34	2.2135	3.21	0.660617 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Pk 	23.7667	18	(581)	0.587029	1.32037	2.1787	0.490469 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Pk_classic 	27.0897	18	(581)	0.925353	1.50498	2.02803	0.354503 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Pk_2 	25.1239	18	(581)	0.724668	1.39577	2.09798	0.433237 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Bif_ampl_local 	1453.56	18	(581)	52.1178	80.7532	118.54	18.3928 
/Users/xaviervasques/Desktop/Classification/Morpho_Analytics/Morphologies/L4_SC/DS1_170501.CNG.swc	Bif_ampl_remote 	840.527	17	(582)	8.34903	49.4427	148.404	35.7262 
